Var	-LOG([Fdr (Pdat Gx)])	Model	Value	-LOG([Fdr (Pdat Gx)])	Model	Value	Var
EMC3	0.017824546	Bulk (unadjusted)	0.045806065	0.479490553	Cell contribution (adjusted)	0.349778648	EMC3
EMC2	0.005100801	Bulk (unadjusted)	0.02000748	1.030401522	Cell contribution (adjusted)	0.78639427	EMC2
EMC1	0.011997567	Bulk (unadjusted)	0.071932695	0.066795413	Cell contribution (adjusted)	0.271869943	EMC1
EMB	0.604049195	Bulk (unadjusted)	1.043398123	0.581554783	Cell contribution (adjusted)	0.860885618	EMB
ELSPBP1	0.174301196	Bulk (unadjusted)	-0.631454731	2.629990347	Cell contribution (adjusted)	-1.782637291	ELSPBP1
ELP6	0.204950132	Bulk (unadjusted)	0.289751843	0.054051865	Cell contribution (adjusted)	-0.086554974	ELP6
ELP5	0.253661382	Bulk (unadjusted)	0.349904517	0.025937106	Cell contribution (adjusted)	-0.061425514	ELP5
ELP4	0.051651701	Bulk (unadjusted)	0.229245832	0.228322938	Cell contribution (adjusted)	0.444884293	ELP4
ELP3	0.029843825	Bulk (unadjusted)	0.106338653	0.033389415	Cell contribution (adjusted)	-0.106219501	ELP3
ELP2	0.054155265	Bulk (unadjusted)	0.144141296	0.01931653	Cell contribution (adjusted)	0.05402495	ELP2
ELOVL7	0.305999378	Bulk (unadjusted)	-1.021363214	0.172180065	Cell contribution (adjusted)	-0.532736034	ELOVL7
ELOVL6	0.120673704	Bulk (unadjusted)	-0.153780164	0.335613674	Cell contribution (adjusted)	0.278395035	ELOVL6
ELOVL5	0.019704185	Bulk (unadjusted)	0.035784522	0.374737474	Cell contribution (adjusted)	0.558543703	ELOVL5
ELOVL4	0.119516399	Bulk (unadjusted)	-0.314089608	2.136957452	Cell contribution (adjusted)	0.834876881	ELOVL4
ELOVL3	0.155477718	Bulk (unadjusted)	-0.192275293	0.418913342	Cell contribution (adjusted)	-0.320820166	ELOVL3
ELOVL2	1.558239391	Bulk (unadjusted)	-0.707970373	0.967372767	Cell contribution (adjusted)	-0.580098293	ELOVL2
ELOVL1	2.060814329	Bulk (unadjusted)	0.82688551	2.012634974	Cell contribution (adjusted)	0.806696743	ELOVL1
ELOF1	0.598927961	Bulk (unadjusted)	0.45583476	0.069579217	Cell contribution (adjusted)	-0.246488381	ELOF1
ELN	0.122112162	Bulk (unadjusted)	-0.257297272	0.295754552	Cell contribution (adjusted)	-0.256298608	ELN
ELMSAN1	0.128799338	Bulk (unadjusted)	-0.628698403	0.006007668	Cell contribution (adjusted)	-0.03444938	ELMSAN1
ELMOD3	4.045069134	Bulk (unadjusted)	-1.20367497	3.653779903	Cell contribution (adjusted)	-1.15788092	ELMOD3
ELMOD2	4.635508882	Bulk (unadjusted)	1.302327154	4.019832974	Cell contribution (adjusted)	1.224419125	ELMOD2
ELMOD1	0.081046236	Bulk (unadjusted)	-0.164998113	0.055860679	Cell contribution (adjusted)	0.100688203	ELMOD1
ELMO3	0.120744614	Bulk (unadjusted)	-0.406947476	1.212767579	Cell contribution (adjusted)	-1.251459631	ELMO3
ELMO2	1.57842682	Bulk (unadjusted)	0.716428318	0.417351431	Cell contribution (adjusted)	0.732021574	ELMO2
ELMO1	0.746409373	Bulk (unadjusted)	0.749512608	3.752962038	Cell contribution (adjusted)	1.175402731	ELMO1
ELL3	0.014957793	Bulk (unadjusted)	-0.034870007	0.157191135	Cell contribution (adjusted)	0.186678628	ELL3
ELL2	0.390781949	Bulk (unadjusted)	0.633692594	0.518730604	Cell contribution (adjusted)	0.526459759	ELL2
ELL	0.040639928	Bulk (unadjusted)	0.172120078	0.552682648	Cell contribution (adjusted)	-0.557658308	ELL
ELK4	0.219969242	Bulk (unadjusted)	0.502736511	0.508131267	Cell contribution (adjusted)	0.579295548	ELK4
ELK3	0.083067236	Bulk (unadjusted)	0.271909144	0.722549076	Cell contribution (adjusted)	0.700816707	ELK3
ELK1	0.010228006	Bulk (unadjusted)	0.038474194	0.253945773	Cell contribution (adjusted)	-0.441691707	ELK1
ELFN2	0.116582857	Bulk (unadjusted)	-0.271239179	1.084198306	Cell contribution (adjusted)	-0.571503375	ELFN2
ELFN1	0.636248328	Bulk (unadjusted)	0.748842117	0.252756711	Cell contribution (adjusted)	0.230877834	ELFN1
ELF5	0.080460716	Bulk (unadjusted)	-0.280419119	0.243330216	Cell contribution (adjusted)	-0.614864268	ELF5
ELF4	0.697631857	Bulk (unadjusted)	0.92989317	0.174475684	Cell contribution (adjusted)	0.470032476	ELF4
ELF3	0.158097033	Bulk (unadjusted)	-0.348710178	0.881969323	Cell contribution (adjusted)	-0.509199715	ELF3
ELF2	0.083598061	Bulk (unadjusted)	-0.322418313	0.233592358	Cell contribution (adjusted)	0.381062977	ELF2
ELF1	1.611713865	Bulk (unadjusted)	1.246515347	5.329004268	Cell contribution (adjusted)	1.485307722	ELF1
ELAVL4	0.014139937	Bulk (unadjusted)	0.059985043	0.156306033	Cell contribution (adjusted)	-0.32031018	ELAVL4
ELAVL3	0.867289132	Bulk (unadjusted)	-0.513968818	1.491188192	Cell contribution (adjusted)	-0.697218516	ELAVL3
ELAVL2	0.189702644	Bulk (unadjusted)	-0.551150261	0.482335185	Cell contribution (adjusted)	-0.67145212	ELAVL2
ELAVL1	0.006846735	Bulk (unadjusted)	-0.021805335	0.034497539	Cell contribution (adjusted)	0.095906892	ELAVL1
ELANE	1.357598164	Bulk (unadjusted)	-0.655993662	0.833489242	Cell contribution (adjusted)	-0.492225036	ELANE
ELAC2	0.008656243	Bulk (unadjusted)	0.035229767	0.129212852	Cell contribution (adjusted)	-0.326861159	ELAC2
ELAC1	0.017209608	Bulk (unadjusted)	0.032927877	0.248366374	Cell contribution (adjusted)	0.226852252	ELAC1
EIF6	2.022267894	Bulk (unadjusted)	0.816048314	0.514302297	Cell contribution (adjusted)	0.573502578	EIF6
EIF5B	0.917444927	Bulk (unadjusted)	-0.530836882	0.464431703	Cell contribution (adjusted)	-0.806960625	EIF5B
EIF5AL1	4.695604639	Bulk (unadjusted)	-1.706701553	3.118812698	Cell contribution (adjusted)	-1.333178148	EIF5AL1
EIF5A2	0.113693922	Bulk (unadjusted)	-0.379220665	0.817792773	Cell contribution (adjusted)	0.591741614	EIF5A2
EIF5A	0.339268295	Bulk (unadjusted)	0.30130234	0.232593727	Cell contribution (adjusted)	0.287687221	EIF5A
EIF5	0.590185457	Bulk (unadjusted)	0.575143802	0.82490238	Cell contribution (adjusted)	0.844885808	EIF5
EIF4H	0.158097033	Bulk (unadjusted)	-0.232281112	0.091774572	Cell contribution (adjusted)	-0.134191339	EIF4H
EIF4G3	2.41445087	Bulk (unadjusted)	0.905538016	2.379649453	Cell contribution (adjusted)	0.888200225	EIF4G3
EIF4G2	0.021368328	Bulk (unadjusted)	-0.060802976	0.190780817	Cell contribution (adjusted)	0.601677822	EIF4G2
EIF4G1	0.052341408	Bulk (unadjusted)	-0.296516995	0.173994272	Cell contribution (adjusted)	-0.594253568	EIF4G1
EIF4ENIF1	0.344321462	Bulk (unadjusted)	-0.586087983	0.216589934	Cell contribution (adjusted)	-0.50881503	EIF4ENIF1
EIF4EBP3	2.564758457	Bulk (unadjusted)	-1.180960906	1.308232726	Cell contribution (adjusted)	-0.801451495	EIF4EBP3
EIF4EBP2	0.659648325	Bulk (unadjusted)	-1.006774365	0.421190261	Cell contribution (adjusted)	-0.398207237	EIF4EBP2
EIF4EBP1	1.090480106	Bulk (unadjusted)	0.582009397	0.439761203	Cell contribution (adjusted)	0.331443637	EIF4EBP1
EIF4E3	0.208625788	Bulk (unadjusted)	-0.291425671	0.016867896	Cell contribution (adjusted)	0.03187884	EIF4E3
EIF4E2	0.771409978	Bulk (unadjusted)	0.850267444	0.723769098	Cell contribution (adjusted)	0.4529136	EIF4E2
EIF4E	0.009206162	Bulk (unadjusted)	-0.089629635	0.036343109	Cell contribution (adjusted)	0.187688084	EIF4E
EIF4B	0.049435156	Bulk (unadjusted)	0.097816935	0.01196348	Cell contribution (adjusted)	0.020363582	EIF4B
EIF4A3	0.738529881	Bulk (unadjusted)	0.538243488	0.879712968	Cell contribution (adjusted)	0.526406963	EIF4A3
EIF4A2	0.057814732	Bulk (unadjusted)	0.185020526	0.534986378	Cell contribution (adjusted)	0.811573972	EIF4A2
EIF4A1	0.59936819	Bulk (unadjusted)	0.526405894	0.539829593	Cell contribution (adjusted)	0.471649781	EIF4A1
EIF3M	0.029482292	Bulk (unadjusted)	0.209990728	0.012343752	Cell contribution (adjusted)	0.064446002	EIF3M
EIF3L	0.038987477	Bulk (unadjusted)	-0.18187489	0.069127799	Cell contribution (adjusted)	-0.245088571	EIF3L
EIF3K	0.044294326	Bulk (unadjusted)	0.145230487	0.042153999	Cell contribution (adjusted)	-0.145391113	EIF3K
EIF3J	0.307467239	Bulk (unadjusted)	0.283489382	0.334717131	Cell contribution (adjusted)	0.693765508	EIF3J
EIF3I	2.351935217	Bulk (unadjusted)	0.94221822	0.27106312	Cell contribution (adjusted)	0.500487097	EIF3I
EIF3H	0.04492941	Bulk (unadjusted)	-0.279749199	0.012247157	Cell contribution (adjusted)	0.047026329	EIF3H
EIF3G	0.028139344	Bulk (unadjusted)	0.102522951	0.154624417	Cell contribution (adjusted)	-0.548661855	EIF3G
EIF3F	1.079134201	Bulk (unadjusted)	0.730343127	0.548695534	Cell contribution (adjusted)	0.476565903	EIF3F
EIF3E	0.038739319	Bulk (unadjusted)	0.214194121	1.138563027	Cell contribution (adjusted)	1.088352138	EIF3E
EIF3D	1.654654443	Bulk (unadjusted)	0.730859392	0.559025137	Cell contribution (adjusted)	0.385056385	EIF3D
EIF3CL	1.872142155	Bulk (unadjusted)	0.992074765	2.157050522	Cell contribution (adjusted)	1.065309587	EIF3CL
EIF3C	3.72020889	Bulk (unadjusted)	-1.469440657	3.276096932	Cell contribution (adjusted)	-1.375084244	EIF3C
EIF3B	0.060810799	Bulk (unadjusted)	-0.152446234	0.216975384	Cell contribution (adjusted)	-0.537156374	EIF3B
EIF3A	0.489781532	Bulk (unadjusted)	-0.372583111	0.740604339	Cell contribution (adjusted)	-0.455772906	EIF3A
EIF2S3	0.022911625	Bulk (unadjusted)	0.139822434	0.140272413	Cell contribution (adjusted)	0.345557828	EIF2S3
EIF2S2	0.244699962	Bulk (unadjusted)	0.749037843	0.01931653	Cell contribution (adjusted)	0.103724225	EIF2S2
EIF2S1	0.141124777	Bulk (unadjusted)	0.509800271	0.226919486	Cell contribution (adjusted)	0.528068885	EIF2S1
EIF2D	1.46477865	Bulk (unadjusted)	-0.959192295	0.926777208	Cell contribution (adjusted)	-0.521305391	EIF2D
EIF2B5	0.086059399	Bulk (unadjusted)	0.120388714	0.165850265	Cell contribution (adjusted)	-0.424070827	EIF2B5
EIF2B4	0.020741429	Bulk (unadjusted)	-0.100037775	0.235614255	Cell contribution (adjusted)	-0.799894092	EIF2B4
EIF2B3	0.188460828	Bulk (unadjusted)	-0.44676115	0.166183123	Cell contribution (adjusted)	-0.247734604	EIF2B3
EIF2B2	0.010704742	Bulk (unadjusted)	0.037251829	0.093021821	Cell contribution (adjusted)	0.170661096	EIF2B2
EIF2B1	0.03372422	Bulk (unadjusted)	-0.114120876	0.26152959	Cell contribution (adjusted)	0.236212981	EIF2B1
EIF2AK4	0.890523856	Bulk (unadjusted)	0.793159033	1.305565294	Cell contribution (adjusted)	0.99386744	EIF2AK4
EIF2AK3	0.585441297	Bulk (unadjusted)	0.499323561	0.531246091	Cell contribution (adjusted)	0.381649261	EIF2AK3
EIF2AK2	0.886142446	Bulk (unadjusted)	0.519715847	0.200363903	Cell contribution (adjusted)	0.30612681	EIF2AK2
EIF2AK1	0.55314933	Bulk (unadjusted)	0.400208119	0.76802609	Cell contribution (adjusted)	0.468815511	EIF2AK1
EIF2A	0.11180618	Bulk (unadjusted)	0.388973237	0.946761905	Cell contribution (adjusted)	0.890998103	EIF2A
EIF1B	0.053508075	Bulk (unadjusted)	-0.232263052	0.673943001	Cell contribution (adjusted)	0.571498384	EIF1B
EIF1AY	0.045975253	Bulk (unadjusted)	-0.073931416	0.08403948	Cell contribution (adjusted)	0.099746005	EIF1AY
EIF1AX	0.275125907	Bulk (unadjusted)	-0.888028537	0.012730725	Cell contribution (adjusted)	0.03055245	EIF1AX
EIF1AD	0.1415037	Bulk (unadjusted)	0.274486659	0.055445723	Cell contribution (adjusted)	-0.200110343	EIF1AD
EIF1	0.337762349	Bulk (unadjusted)	-0.765500034	0.279229454	Cell contribution (adjusted)	-0.521649859	EIF1
EID3	0.107308795	Bulk (unadjusted)	0.383152319	0.063042114	Cell contribution (adjusted)	-0.317187852	EID3
EID2B	0.251829495	Bulk (unadjusted)	-0.577812604	0.109467874	Cell contribution (adjusted)	-0.296147296	EID2B
EID2	0.102653898	Bulk (unadjusted)	-0.548216069	0.037307955	Cell contribution (adjusted)	0.131941764	EID2
EID1	0.119872631	Bulk (unadjusted)	-0.451740172	0.964566447	Cell contribution (adjusted)	0.705799219	EID1
EI24	0.048756064	Bulk (unadjusted)	-0.176843128	0.164606934	Cell contribution (adjusted)	0.238521043	EI24
EHMT2	0.120585755	Bulk (unadjusted)	-0.312666137	2.432327259	Cell contribution (adjusted)	-0.901200565	EHMT2
EHMT1	0.027027697	Bulk (unadjusted)	0.157331605	0.104715769	Cell contribution (adjusted)	-0.335193477	EHMT1
EHHADH	0.247785002	Bulk (unadjusted)	-0.248965197	0.124008251	Cell contribution (adjusted)	0.215584778	EHHADH
EHF	0.017653909	Bulk (unadjusted)	-0.059653871	0.145182176	Cell contribution (adjusted)	-0.212736776	EHF
EHD4	0.147428266	Bulk (unadjusted)	0.177929338	0.230093205	Cell contribution (adjusted)	0.215895026	EHD4
EHD3	3.431741901	Bulk (unadjusted)	1.275332026	1.986899784	Cell contribution (adjusted)	0.804622272	EHD3
EHD2	0.512322084	Bulk (unadjusted)	-0.922189576	0.271227626	Cell contribution (adjusted)	-0.610260951	EHD2
EHD1	0.178908017	Bulk (unadjusted)	-0.396952071	0.933571015	Cell contribution (adjusted)	-0.741927248	EHD1
EHBP1L1	0.069463605	Bulk (unadjusted)	0.450454956	0.013960017	Cell contribution (adjusted)	-0.072132155	EHBP1L1
EHBP1	0.714390576	Bulk (unadjusted)	-1.109857557	0.306432834	Cell contribution (adjusted)	-0.30625276	EHBP1
EGR4	0.050144662	Bulk (unadjusted)	-0.130960693	0.651362383	Cell contribution (adjusted)	-0.769201983	EGR4
EGR3	1.114142038	Bulk (unadjusted)	-0.591621057	0.476550381	Cell contribution (adjusted)	-0.349816511	EGR3
EGR2	0.48652974	Bulk (unadjusted)	0.372920895	0.455665199	Cell contribution (adjusted)	0.339534491	EGR2
EGR1	0.20479213	Bulk (unadjusted)	-0.387732904	0.224581796	Cell contribution (adjusted)	-0.672328192	EGR1
EGLN3	2.742668355	Bulk (unadjusted)	0.962184273	1.411021036	Cell contribution (adjusted)	0.661919251	EGLN3
EGLN2	3.033563437	Bulk (unadjusted)	-1.300135711	2.345352796	Cell contribution (adjusted)	-1.119767599	EGLN2
EGLN1	0.98334867	Bulk (unadjusted)	0.55050858	1.248527086	Cell contribution (adjusted)	0.617847717	EGLN1
EGFR	6.024494368	Bulk (unadjusted)	-1.549362702	4.58577128	Cell contribution (adjusted)	-1.332297998	EGFR
EGFLAM	0.420329912	Bulk (unadjusted)	0.342827919	0.535999709	Cell contribution (adjusted)	0.373985993	EGFLAM
EGFL8	1.851325715	Bulk (unadjusted)	-0.986267149	0.408890198	Cell contribution (adjusted)	-0.395703808	EGFL8
EGFL7	0.17403292	Bulk (unadjusted)	-0.197103657	0.302369465	Cell contribution (adjusted)	-0.314661821	EGFL7
EGFL6	0.029887841	Bulk (unadjusted)	0.052632459	0.078460593	Cell contribution (adjusted)	0.094193615	EGFL6
EGF	1.881879719	Bulk (unadjusted)	-0.785770024	1.16824809	Cell contribution (adjusted)	-0.600329205	EGF
EFTUD2	2.560087278	Bulk (unadjusted)	0.928575294	0.809183156	Cell contribution (adjusted)	0.480972893	EFTUD2
EFS	0.567130388	Bulk (unadjusted)	-1.095590341	0.265931483	Cell contribution (adjusted)	-0.657466475	EFS
EFR3B	0.116710512	Bulk (unadjusted)	-0.254582791	0.394086641	Cell contribution (adjusted)	-0.441475024	EFR3B
EFR3A	0.974223722	Bulk (unadjusted)	1.028195709	0.894592695	Cell contribution (adjusted)	1.285007463	EFR3A
EFNB3	0.048051843	Bulk (unadjusted)	0.175669408	0.131168503	Cell contribution (adjusted)	-0.211111296	EFNB3
EFNB2	0.171139617	Bulk (unadjusted)	-0.484499405	0.028009247	Cell contribution (adjusted)	0.105957457	EFNB2
EFNB1	0.081086434	Bulk (unadjusted)	-0.385382829	0.286326184	Cell contribution (adjusted)	-0.54956106	EFNB1
EFNA5	1.288493768	Bulk (unadjusted)	-1.171578161	0.686396256	Cell contribution (adjusted)	-0.436111138	EFNA5
EFNA4	0.762548478	Bulk (unadjusted)	0.798788983	0.524092254	Cell contribution (adjusted)	0.733896174	EFNA4
EFNA3	0.074179855	Bulk (unadjusted)	0.180221592	0.15711696	Cell contribution (adjusted)	-0.417531456	EFNA3
EFNA2	0.059967538	Bulk (unadjusted)	-0.152319672	0.327251273	Cell contribution (adjusted)	-0.965452139	EFNA2
EFNA1	0.19460721	Bulk (unadjusted)	-0.390633089	0.108428881	Cell contribution (adjusted)	-0.21454845	EFNA1
EFL1	0.025732022	Bulk (unadjusted)	-0.046071244	0.718040346	Cell contribution (adjusted)	0.447790723	EFL1
EFHD2	0.581612239	Bulk (unadjusted)	0.90614741	0.61857736	Cell contribution (adjusted)	0.412859232	EFHD2
EFHD1	2.722552421	Bulk (unadjusted)	-1.665483129	2.727089747	Cell contribution (adjusted)	-0.965595614	EFHD1
EFHC2	0.002376754	Bulk (unadjusted)	0.008777813	0.237279021	Cell contribution (adjusted)	0.364168209	EFHC2
EFHC1	0.218916831	Bulk (unadjusted)	-0.367761845	0.036018057	Cell contribution (adjusted)	-0.104815171	EFHC1
EFHB	0.198431065	Bulk (unadjusted)	-0.214948086	0.097207149	Cell contribution (adjusted)	-0.112113928	EFHB
EFEMP2	0.007886396	Bulk (unadjusted)	0.04017729	0.011180892	Cell contribution (adjusted)	0.0338663	EFEMP2
EFEMP1	0.030280615	Bulk (unadjusted)	-0.053031492	0.351606748	Cell contribution (adjusted)	0.621431963	EFEMP1
EFCC1	0.559397694	Bulk (unadjusted)	-0.402619603	0.573704969	Cell contribution (adjusted)	-0.46566664	EFCC1
EFCAB14	0.590682223	Bulk (unadjusted)	0.778453294	1.9049517	Cell contribution (adjusted)	1.303413286	EFCAB14
EFCAB13	1.320404964	Bulk (unadjusted)	-0.646106553	0.309280026	Cell contribution (adjusted)	-0.264195329	EFCAB13
EFCAB12	0.04437668	Bulk (unadjusted)	0.08556674	0.436864988	Cell contribution (adjusted)	-0.331928583	EFCAB12
EFCAB11	0.913027622	Bulk (unadjusted)	0.527628883	1.313637527	Cell contribution (adjusted)	0.637813419	EFCAB11
EFCAB10	0.169060172	Bulk (unadjusted)	-0.242901657	0.135812142	Cell contribution (adjusted)	-0.182741886	EFCAB10
EFCAB9	0.662303857	Bulk (unadjusted)	-0.556287344	0.296120734	Cell contribution (adjusted)	-0.320525369	EFCAB9
EFCAB8	1.595120966	Bulk (unadjusted)	-0.906815807	2.212258649	Cell contribution (adjusted)	-1.080499494	EFCAB8
EFCAB7	0.07342163	Bulk (unadjusted)	-0.271224569	0.974720891	Cell contribution (adjusted)	0.537759549	EFCAB7
EFCAB6	0.633027175	Bulk (unadjusted)	-0.433420268	0.197886774	Cell contribution (adjusted)	-0.193161653	EFCAB6
EFCAB5	0.516331255	Bulk (unadjusted)	-0.38401976	0.27058534	Cell contribution (adjusted)	-0.240642102	EFCAB5
EFCAB3	3.017406068	Bulk (unadjusted)	-1.29560373	3.015030415	Cell contribution (adjusted)	-1.304663911	EFCAB3
EFCAB2	0.566611701	Bulk (unadjusted)	-0.977104218	0.49331639	Cell contribution (adjusted)	-0.357884794	EFCAB2
EFCAB1	1.842850811	Bulk (unadjusted)	-0.922617342	2.05916945	Cell contribution (adjusted)	-0.818540308	EFCAB1
EEPD1	1.770564659	Bulk (unadjusted)	-0.758850627	1.729161102	Cell contribution (adjusted)	-0.740600031	EEPD1
EEFSEC	0.1101299	Bulk (unadjusted)	0.241943126	0.039330951	Cell contribution (adjusted)	-0.143426937	EEFSEC
EEF2KMT	0.00289212	Bulk (unadjusted)	-0.007584952	0.519879482	Cell contribution (adjusted)	-0.46083535	EEF2KMT
EEF2K	1.469087427	Bulk (unadjusted)	-1.596369289	0.49588137	Cell contribution (adjusted)	-0.75666922	EEF2K
EEF2	0.434810995	Bulk (unadjusted)	-0.347933865	0.137453782	Cell contribution (adjusted)	-0.147824439	EEF2
EEF1G	1.4607448	Bulk (unadjusted)	0.864149353	0.86663457	Cell contribution (adjusted)	0.629381044	EEF1G
EEF1E1	0.303703122	Bulk (unadjusted)	0.616044918	2.849398003	Cell contribution (adjusted)	1.098717768	EEF1E1
EEF1D	0.366143713	Bulk (unadjusted)	0.315702412	0.095636961	Cell contribution (adjusted)	-0.201418109	EEF1D
EEF1B2	4.949306626	Bulk (unadjusted)	1.767350268	3.609408896	Cell contribution (adjusted)	1.464190748	EEF1B2
EEF1AKMT1	0.209566046	Bulk (unadjusted)	-0.655172674	0.053695015	Cell contribution (adjusted)	-0.169492981	EEF1AKMT1
EEF1A2	0.683289549	Bulk (unadjusted)	-0.761096742	0.680328065	Cell contribution (adjusted)	-2.171059851	EEF1A2
EEF1A1	0.035848772	Bulk (unadjusted)	-0.321609167	0.025394314	Cell contribution (adjusted)	0.151927084	EEF1A1
EED	3.178138746	Bulk (unadjusted)	1.044926492	2.486565512	Cell contribution (adjusted)	1.157403677	EED
EEA1	0.270188422	Bulk (unadjusted)	-0.262179371	0.521298393	Cell contribution (adjusted)	0.645384349	EEA1
EDRF1	0.215146671	Bulk (unadjusted)	0.286902857	0.134461772	Cell contribution (adjusted)	0.144747599	EDRF1
EDNRB	1.380653163	Bulk (unadjusted)	-1.504800246	1.458369607	Cell contribution (adjusted)	-0.676470499	EDNRB
EDNRA	0.012196418	Bulk (unadjusted)	0.025157441	0.103568727	Cell contribution (adjusted)	0.118003261	EDNRA
EDN3	0.027027697	Bulk (unadjusted)	0.089519184	0.518880623	Cell contribution (adjusted)	-0.62272924	EDN3
EDN2	0.033293494	Bulk (unadjusted)	-0.095098781	0.61670858	Cell contribution (adjusted)	-0.699050928	EDN2
EDN1	0.49671898	Bulk (unadjusted)	-0.992287319	0.256812837	Cell contribution (adjusted)	-0.652110157	EDN1
EDIL3	0.318176074	Bulk (unadjusted)	0.290707058	0.157879734	Cell contribution (adjusted)	0.30384306	EDIL3
EDF1	0.844308083	Bulk (unadjusted)	0.555455969	0.054051865	Cell contribution (adjusted)	-0.22661611	EDF1
EDEM3	1.686069618	Bulk (unadjusted)	0.739000266	0.89781829	Cell contribution (adjusted)	0.997742736	EDEM3
EDEM2	1.772986693	Bulk (unadjusted)	1.357015214	0.378128561	Cell contribution (adjusted)	0.596985214	EDEM2
EDEM1	3.689386247	Bulk (unadjusted)	1.137559744	1.175526227	Cell contribution (adjusted)	0.844271921	EDEM1
EDDM3B	0.132860225	Bulk (unadjusted)	0.176299437	0.12251609	Cell contribution (adjusted)	0.13427892	EDDM3B
EDDM3A	0.031610547	Bulk (unadjusted)	-0.090601382	0.168994045	Cell contribution (adjusted)	-0.28776973	EDDM3A
EDC4	0.046649505	Bulk (unadjusted)	-0.152752734	0.945451376	Cell contribution (adjusted)	-0.748417711	EDC4
EDC3	0.010741959	Bulk (unadjusted)	-0.101934962	0.21152007	Cell contribution (adjusted)	-0.812895144	EDC3
EDARADD	0.17484664	Bulk (unadjusted)	0.348777964	0.1331177	Cell contribution (adjusted)	0.155928125	EDARADD
